1	1	1	1	1
2	1	1	2	2
3	1	1	3	3
4	1	1	4	4
5	1	1	5	5
6	1	1	6	6
7	1	1	7	7
8	1	1	8	8
9	1	1	9	9
10	1	1	10	10
11	1	1	11	11
12	1	1	12	12
13	2	2	1	1
14	2	2	2	2
15	2	2	3	3
16	2	2	4	4
17	2	2	5	5
18	2	2	6	6
19	2	2	7	7
20	2	2	8	8
21	2	2	9	9
22	2	2	10	10
23	2	2	11	11
24	2	2	12	12
25	3	3	1	1
26	3	3	2	2
27	3	3	3	3
28	3	3	4	4
29	3	3	5	5
30	3	3	6	6
31	3	3	7	7
32	3	3	8	8
33	3	3	9	9
34	3	3	10	10
35	3	3	11	11
36	3	3	12	12
37	4	4	1	1
38	4	4	2	2
39	4	4	3	3
40	4	4	4	4
41	4	4	5	5
42	4	4	6	6
43	4	4	7	7
44	4	4	8	8
45	4	4	9	9
46	4	4	10	10
47	4	4	11	11
48	4	4	12	12
49	5	5	1	1
50	5	5	2	2
51	5	5	3	3
52	5	5	4	4
53	5	5	5	5
54	5	5	6	6
55	5	5	7	7
56	5	5	8	8
57	5	5	9	9
58	5	5	10	10
59	5	5	11	11
60	5	5	12	12
61	6	6	1	1
62	6	6	2	2
63	6	6	3	3
64	6	6	4	4
65	6	6	5	5
66	6	6	6	6
67	6	6	7	7
68	6	6	8	8
69	6	6	9	9
70	6	6	10	10
71	6	6	11	11
72	6	6	12	12
