0,0.49347,0.53357
1,0.49986,0.53288
2,0.50657,0.53265
3,0.51094,0.53255
4,0.51996,0.53367
5,0.52674,0.53343
6,0.53295,0.53322
7,0.53868,0.53261
8,0.5423,0.53259
9,0.5487,0.53147
10,0.55184,0.53098
11,0.55775,0.53023
12,0.56003,0.52963
13,0.5635,0.52824
14,0.56428,0.52785
15,0.56614,0.52709
16,0.56729,0.52529
17,0.56807,0.52438
18,0.56922,0.52361
19,0.56923,0.52273
20,0.57001,0.52094
21,0.57002,0.51952
22,0.56959,0.51832
23,0.56918,0.51657
24,0.56847,0.51468
25,0.56769,0.51348
26,0.5662,0.51052
27,0.56464,0.50844
28,0.56428,0.50792
29,0.56271,0.50495
30,0.56156,0.50284
31,0.5604,0.50037
32,0.55961,0.49914
33,0.55844,0.4956
34,0.5585,0.49525
35,0.55689,0.49134
36,0.55615,0.49009
37,0.55578,0.48921
38,0.55497,0.48831
39,0.55417,0.48794
40,0.55344,0.48935
41,0.553,0.48897
42,0.55263,0.48949
43,0.55269,0.48987
44,0.55183,0.49126
45,0.55146,0.49252
46,0.55066,0.49429
47,0.54953,0.49733
48,0.54915,0.49873
49,0.54636,0.50458
50,0.54515,0.50726
51,0.54354,0.50955
52,0.54231,0.51134
53,0.54033,0.5149
54,0.53948,0.51631
55,0.53742,0.52177
56,0.53652,0.52457
57,0.53599,0.52925
58,0.5367,0.53384
59,0.53829,0.53701
60,0.54021,0.53984
61,0.54174,0.54176
62,0.54603,0.54551
63,0.54721,0.54641
64,0.55538,0.55056
65,0.5601,0.55231
66,0.56696,0.55497
67,0.5719,0.5567
68,0.58165,0.55975
69,0.59081,0.56215
70,0.59518,0.56318
71,0.60167,0.56388
72,0.60593,0.56381
73,0.61545,0.56341
74,0.6207,0.56395
75,0.62992,0.5649
76,0.63436,0.56498
77,0.64047,0.56602
78,0.64449,0.56677
79,0.65524,0.5719
80,0.66134,0.57619
81,0.6654,0.57993
82,0.67346,0.58882
83,0.67527,0.59111
84,0.68296,0.59874
85,0.68564,0.60155
86,0.68916,0.60626
87,0.69126,0.60932
88,0.69652,0.61668
89,0.6981,0.61795
90,0.70483,0.62291
91,0.71026,0.62532
92,0.71328,0.62623
93,0.71915,0.63109
94,0.72008,0.63174
95,0.7232,0.63375
96,0.72414,0.63492
97,0.72726,0.63702
98,0.73065,0.64109
99,0.73471,0.64806
100,0.73646,0.65269
101,0.73718,0.65656
102,0.73794,0.66593
103,0.73756,0.67048
104,0.73687,0.68091
105,0.73639,0.68626
106,0.73597,0.69416
107,0.73559,0.69886
108,0.73445,0.70728
109,0.73436,0.70854
