0,0.51922,0.4843
1,0.46758,0.51127
2,0.46656,0.51209
3,0.46195,0.5136
4,0.45721,0.51511
5,0.45509,0.51583
6,0.45022,0.51722
7,0.44799,0.51739
8,0.44461,0.51745
9,0.44281,0.51853
10,0.43947,0.5186
11,0.43881,0.51941
12,0.43831,0.52008
13,0.43833,0.52025
14,0.43852,0.52027
15,0.43862,0.5199
16,0.43862,0.5199
17,0.43801,0.52161
18,0.43785,0.52405
19,0.43668,0.53055
20,0.435,0.54161
21,0.43151,0.55849
22,0.43019,0.56131
23,0.42531,0.56676
24,0.41928,0.57134
25,0.41715,0.57266
26,0.41318,0.57382
27,0.41129,0.574
28,0.40937,0.57476
29,0.4085,0.57525
30,0.40644,0.57722
31,0.40554,0.57828
32,0.40367,0.58311
33,0.40244,0.5859
34,0.40026,0.59159
35,0.39846,0.59604
36,0.39563,0.60178
37,0.3939,0.60506
38,0.39227,0.60707
39,0.38995,0.6119
40,0.38872,0.61416
41,0.38606,0.61927
42,0.38516,0.62075
43,0.38222,0.62583
44,0.38065,0.62773
45,0.37766,0.63284
46,0.37454,0.63636
47,0.3731,0.63958
48,0.37101,0.64357
49,0.36867,0.64686
50,0.3659,0.64926
51,0.36531,0.64934
52,0.36274,0.64951
53,0.36228,0.64869
54,0.36177,0.64745
55,0.36166,0.64541
56,0.36135,0.64093
57,0.3615,0.63834
58,0.3616,0.63642
59,0.36181,0.63256
60,0.36162,0.63014
61,0.36108,0.62333
62,0.36016,0.61961
63,0.35918,0.6137
64,0.35784,0.60751
65,0.35681,0.60179
66,0.35659,0.59661
67,0.35594,0.58898
68,0.35528,0.583
69,0.35488,0.57648
70,0.35462,0.56793
71,0.3547,0.56611
72,0.35467,0.55815
73,0.35457,0.55495
74,0.35517,0.54854
75,0.35527,0.54612
76,0.35618,0.54248
77,0.35624,0.54128
78,0.35747,0.53741
79,0.35885,0.53405
80,0.3594,0.5335
81,0.36119,0.53473
82,0.36211,0.53475
83,0.36319,0.53159
84,0.36375,0.53009
85,0.36371,0.52838
86,0.36351,0.52772
87,0.36279,0.52602
88,0.36192,0.52344
89,0.36186,0.52114
90,0.36229,0.51646
91,0.36309,0.51408
92,0.36428,0.50956
93,0.36513,0.50735
94,0.36601,0.50455
95,0.36653,0.50428
96,0.36601,0.50323
97,0.36576,0.50338
98,0.36526,0.5031
99,0.36391,0.50367
100,0.36331,0.50438
101,0.36275,0.50526
102,0.3625,0.50578
103,0.36191,0.50686
104,0.36169,0.50679
105,0.3609,0.50721
106,0.3609,0.50721
107,0.36014,0.50665
108,0.35968,0.5065
109,0.35863,0.50705
110,0.35599,0.50844
111,0.35466,0.5095
112,0.3528,0.51047
113,0.35133,0.51005
114,0.34966,0.51129
115,0.34942,0.51121
116,0.34861,0.51176
117,0.34853,0.51255
118,0.34878,0.51264
119,0.34898,0.51292
120,0.34962,0.51409
121,0.35029,0.51507
122,0.35046,0.51595
123,0.35157,0.51783
124,0.35176,0.51812
125,0.35221,0.51802
126,0.35197,0.51793
127,0.35183,0.51853
128,0.35172,0.51894
129,0.35164,0.51974
130,0.35206,0.52064
131,0.35229,0.52034
132,0.35233,0.51974
133,0.35259,0.51936
134,0.35268,0.51856
135,0.35263,0.51876
136,0.35283,0.51945
137,0.35294,0.52094
138,0.3544,0.52523
139,0.35573,0.52762
140,0.35843,0.53267
141,0.35911,0.53405
142,0.36113,0.53807
143,0.3629,0.5416
144,0.36351,0.5432
145,0.36429,0.54525
146,0.36433,0.5464
147,0.36456,0.54836
148,0.36491,0.54951
149,0.36532,0.55043
150,0.36543,0.55136
151,0.36527,0.55277
152,0.36523,0.55337
153,0.36459,0.55421
154,0.36413,0.55479
155,0.36406,0.55502
156,0.36394,0.555
157,0.3639,0.55463
158,0.36453,0.55472
159,0.36449,0.55436
160,0.3652,0.55422
161,0.36569,0.55396
162,0.36574,0.55454
163,0.36605,0.55453
164,0.36618,0.55488
165,0.36627,0.55465
166,0.36622,0.55524
167,0.36574,0.55549
168,0.36547,0.55597
169,0.36468,0.55634
170,0.36441,0.55681
171,0.36389,0.55671
172,0.36385,0.55731
173,0.36433,0.558
174,0.36451,0.55871
175,0.36626,0.55961
176,0.36793,0.56075
177,0.37051,0.5616
178,0.37272,0.56212
179,0.37425,0.56195
180,0.37557,0.56097
181,0.3761,0.56106
182,0.37631,0.56117
183,0.37639,0.56092
184,0.37595,0.56057
185,0.37492,0.5593
186,0.37418,0.55909
187,0.37324,0.55687
188,0.37287,0.55536
189,0.37208,0.55363
190,0.37176,0.55364
191,0.37149,0.552
192,0.371,0.55132
193,0.37108,0.55108
194,0.37108,0.55108
195,0.37093,0.5525
196,0.37118,0.55295
197,0.37122,0.55236
198,0.371,0.55225
199,0.371,0.55225
200,0.37026,0.55205
201,0.37001,0.55254
202,0.36948,0.55244
203,0.36926,0.55234
204,0.36905,0.55223
205,0.36873,0.55224
206,0.36848,0.55273
207,0.36848,0.55273
208,0.3684,0.55296
209,0.36893,0.55306
210,0.36907,0.55341
211,0.36903,0.55399
212,0.36903,0.55399
213,0.36922,0.55481
214,0.36922,0.55481
215,0.36918,0.5554
216,0.36914,0.55599
217,0.3691,0.55658
218,0.36898,0.55741
219,0.36898,0.55741
220,0.36894,0.558
221,0.3689,0.55859
222,0.3689,0.55859
223,0.36911,0.5587
224,0.36934,0.55892
225,0.36934,0.55892
226,0.36956,0.55903
227,0.36956,0.55903
228,0.36956,0.55903
229,0.36978,0.55914
230,0.36978,0.55914
231,0.37009,0.55912
232,0.37009,0.55912
233,0.37031,0.55923
234,0.37031,0.55923
235,0.37105,0.55943
236,0.37105,0.55943
237,0.37167,0.56047
238,0.37241,0.56067
239,0.37263,0.56078
240,0.37275,0.56115
241,0.37332,0.56065
242,0.37353,0.56076
243,0.37402,0.56052
244,0.37455,0.56061
245,0.37476,0.56072
246,0.37496,0.56084
247,0.37541,0.56118
248,0.37541,0.56118
249,0.37619,0.56081
250,0.37639,0.56092
251,0.37672,0.56019
252,0.3773,0.5597
253,0.37741,0.56007
254,0.37741,0.56007
255,0.3779,0.55984
256,0.37773,0.55915
257,0.37777,0.55856
258,0.37733,0.55821
259,0.3768,0.55811
260,0.3759,0.55812
261,0.37561,0.55826
262,0.37487,0.55805
263,0.37487,0.55805
264,0.37487,0.55805
265,0.37487,0.55805
266,0.37504,0.55875
267,0.37557,0.55884
268,0.37552,0.55851
269,0.37552,0.55851
270,0.37569,0.55921
271,0.37556,0.56005
272,0.37565,0.55979
273,0.37536,0.55993
274,0.37536,0.55993
275,0.37536,0.55993
276,0.37536,0.55993
277,0.37536,0.55993
278,0.37527,0.56019
279,0.37559,0.56017
280,0.37559,0.56017
281,0.37571,0.56054
282,0.37575,0.55995
283,0.37575,0.55995
284,0.37575,0.55995
285,0.37566,0.56021
286,0.37566,0.56021
287,0.37566,0.56021
288,0.37562,0.55988
289,0.37562,0.55988
290,0.37562,0.55988
291,0.37566,0.55929
292,0.37566,0.55929
293,0.37545,0.55918
294,0.37549,0.55859
295,0.37494,0.55828
296,0.37457,0.55796
297,0.37437,0.55784
298,0.37437,0.55784
299,0.37494,0.55736
300,0.37506,0.55773
301,0.37563,0.55726
302,0.37554,0.55751
303,0.37575,0.55763
304,0.37619,0.55799
305,0.3761,0.55825
306,0.37634,0.55779
307,0.37653,0.55861
308,0.37658,0.55803
309,0.37658,0.55803
310,0.37649,0.55828
311,0.37649,0.55828
312,0.37673,0.55783
313,0.37673,0.55783
314,0.37673,0.55783
315,0.37701,0.55749
316,0.37701,0.55749
317,0.37721,0.55761
318,0.37712,0.55787
319,0.3774,0.55753
320,0.3776,0.55766
321,0.37771,0.55804
322,0.37804,0.55803
323,0.37819,0.55784
324,0.37867,0.55763
325,0.37867,0.55763
326,0.37877,0.55802
327,0.37906,0.55859
328,0.37896,0.55885
329,0.37896,0.55885
330,0.37916,0.55898
331,0.37916,0.55898
332,0.37932,0.55968
333,0.37965,0.55968
334,0.37984,0.5598
335,0.37984,0.5598
336,0.37984,0.5598
337,0.38004,0.55993
338,0.38004,0.55993
339,0.38042,0.55934
340,0.38071,0.55921
341,0.38071,0.55921
342,0.38071,0.55921
343,0.38071,0.55921
344,0.38071,0.55921
345,0.38071,0.55921
346,0.38071,0.55921
347,0.38101,0.55907
348,0.38116,0.55978
349,0.38149,0.55977
350,0.38189,0.56002
351,0.38189,0.56002
352,0.38222,0.56001
353,0.38222,0.56001
354,0.38232,0.56041
355,0.38212,0.56028
356,0.38212,0.56028
